text,label,department
Motorbike snatching occurred at 5th Cross; CCTV and quick response required. This is an emergency Photos can be provided on request.,urgent,crime
Road construction left debris at Old Bus Stand. Vehicles are being damaged frequently. Please take necessary steps This has been ongoing for weeks.,neutral,roads
There have been repeated thefts in River Side; increased police patrolling requested. This is an emergency,urgent,crime
Large potholes on Market Area are causing accidents and vehicle damage; request resurfacing. Families and elderly are affected. Urgent action needed,urgent,roads
Collapsed boundary wall at Sector 5 is a safety risk to children and pedestrians. This requires immediate attention This has been ongoing for weeks.,urgent,civil
Drinking water supply has been stopped for days in River Side. Residents are without water for cooking and bathing. This is causing significant inconvenience to residents. This is an emergency,urgent,water
Drinking water supply has been stopped for days in Near City Park. Residents are without water for cooking and bathing. Local shops are losing business due to this.,neutral,water
There have been repeated thefts in Market Area; increased police patrolling requested. Request to address when possible,neutral,crime
The road near Lake Road is washed away and is impassable during rains; please repair urgently. Please look into this,neutral,roads
Unauthorized construction at Near School violates building regulations and blocks sunlight to nearby homes. This is causing significant inconvenience to residents. Please look into this,neutral,civil
Drinking water supply has been stopped for days in Near School. Residents are without water for cooking and bathing. Local shops are losing business due to this. Please take necessary steps,neutral,water
Open drains clogged at Sector 5 create breeding grounds for mosquitoes. This is causing significant inconvenience to residents. Request to address when possible Please coordinate with the local ward member.,neutral,sanitation
Traffic signals at Market Area are non-functional leading to congestion and safety issues.,neutral,roads
